Symbol,Company Name,Industry,Market Cap
ESPR,Esperion Therapeutics,Biotechnology,233.78M
ESQ,Esquire Financial Holdings,Banks,251.12M
ESRT,Empire State Realty Trust,"Equity Real Estate 
Investment Trusts...",1.55B
ESS,Essex Property Trust,"Equity Real Estate 
Investment Trusts...",21.36B
ESSA,ESSA Bancorp,Thrifts &amp; Mortgage Finance,180.56M
ESSC,East Stone Acquisition,Blank Check / SPAC,217.40M
ESTA,Establishment Labs Holdings,Health Care Equipment &amp; Supplies,1.50B
ESTC,Elastic,Software,12.81B
ESTE,Earthstone Energy,"Oil, Gas &amp; Consumable Fuels",870.44M
ESXB,Community Bankers Trust,Banks,252.50M
ET,Energy Transfer LP,"Oil, Gas &amp; Consumable Fuels",22.08B
ETAC,E.merge Technology Acquisition,Blank Check / SPAC,750.57M
ETD,Ethan Allen Interiors,"Furnishings, Fixtures &amp; Appliances",568.35M
ETN,Eaton,Electrical Equipment,64.60B
ETNB,89bio,Biotechnology,247.44M
ETON,Eton Pharmaceuticals,Pharmaceuticals,90.06M
ETR,Entergy,Electric Utilities,20.18B
ETRN,Equitrans Midstream,"Oil, Gas &amp; Consumable Fuels",4.06B
ETSY,"Etsy, Inc.",Internet &amp; Direct Marketing Retail,32.87B
ETTX,Entasis Therapeutics Holdings,Biotechnology,119.57M
ETWO,E2open Parent Holdings,Software-Infrastructure,3.52B
EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,132.57M
EURN,Euronav NV,"Oil, Gas &amp; Consumable Fuels",1.89B
EUSG,European Sustainable Growth Acquisition,Blank Check / SPAC,180.65M
EVA,Enviva Partners LP,"Oil, Gas &amp; Consumable Fuels",4.27B
EVAX,Evaxion Biotech,Biotechnology,97.89M
EVBG,Everbridge,Software,4.09B
EVBN,Evans Bancorp,Banks,214.19M
EVC,Entravision Communications,Media,610.80M
EVCM,EverCommerce,Software-Infrastructure,3.12B
EVER,EverQuote,Interactive Media &amp; Services,373.05M
EVFM,Evofem Biosciences,Pharmaceuticals,68.19M
EVGN,Evogene,Biotechnology,81.80M
EVGO,"EVgo, Inc.",Specialty Retail,809.03M
EVH,Evolent Health,Health Care Technology,2.27B
EVI,EVI Industries,Trading Companies &amp; Distributors,417.47M
EVK,Ever-Glory International Group,"Textiles, Apparel &amp; Luxury Goods",37.03M
EVLO,Evelo Biosciences,Biotechnology,440.51M
EVLV,Evolv Technologies Holdings,Security &amp; Protection Services,795.75M
EVO,Evotec SE,Biotechnology,8.04B
EVOJ,Evo Acquisition,Blank Check / SPAC,152.82M
EVOK,Evoke Pharma,Pharmaceuticals,24.16M
EVOL,Evolving Systems,Software,28.68M
EVOP,EVO Payments,IT Services,1.03B
EVR,Evercore,Capital Markets,5.29B
EVRG,Evergy,Electric Utilities,14.48B
EVRI,Everi Holdings,"Hotels, Restaurants &amp; Leisure",1.76B
EVTC,Evertec,IT Services,3.06B
EW,Edwards Lifesciences,Health Care Equipment &amp; Supplies,67.07B
EWBC,East West Bancorp,Banks,10.72B
EWCZ,European Wax Center,Household &amp; Personal Products,907.67M
EWTX,Edgewise Therapeutics,Biotechnology,797.61M
EXAI,Exscientia,Biotechnology,2.59B
EXAS,Exact Sciences,Biotechnology,14.71B
EXC,Exelon,Electric Utilities,51.16B
EXEL,Exelixis,Biotechnology,5.19B
EXFY,Expensify,Software-Application,3.24B
EXK,Endeavour Silver,Metals &amp; Mining,755.14M
EXLS,ExlService Holdings,IT Services,4.30B
EXN,Excellon Resources,Other Industrial Metals &amp; Mining,36.69M
EXP,Eagle Materials,Construction Materials,6.21B
EXPD,Expeditors International of Washington,Air Freight &amp; Logistics,20.84B
EXPE,Expedia Group,Internet &amp; Direct Marketing Retail,23.59B
EXPI,eXp World Holdings,Real Estate Management &amp; Development,5.09B
EXPO,Exponent,Professional Services,5.91B
EXPR,Express,Specialty Retail,226.39M
EXR,Extra Space Storage,"Equity Real Estate 
Investment Trusts...",26.72B
EXTN,Exterran,Energy Equipment &amp; Services,107.24M
EXTR,Extreme Networks,Communications Equipment,1.67B
EYE,National Vision Holdings,Specialty Retail,3.88B
EYEN,Eyenovia,Pharmaceuticals,100.25M
EYES,Second Sight Medical Products,Health Care Equipment &amp; Supplies,72.91M
EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,525.78M
EZFL,EzFill Holdings,Software-Application,63.98M
EZGO,EZGO Technologies,Recreational Vehicles,28.15M
EZPW,EZCORP,Consumer Finance,401.37M
F,Ford Motor Company,Automobiles,78.25B
FA,First Advantage,Specialty Business Services,2.58B
FACA,Figure Acquisition I,Blank Check / SPAC,404.88M
FACT,Freedom Acquisition I,Blank Check / SPAC,421.33M
FAF,First American Financial,Insurance,8.14B
FAMI,Farmmi,Food Products,65.58M
FANG,Diamondback Energy,"Oil, Gas &amp; Consumable Fuels",18.66B
FANH,Fanhua,Insurance,669.57M
FARM,Farmer Brothers Company,Food Products,108.49M
FARO,FARO Technologies,"Electronic Equipment, Instruments &amp; C...",1.25B
FAST,Fastenal Company,Trading Companies &amp; Distributors,33.63B
FAT,FAT Brands,"Hotels, Restaurants &amp; Leisure",159.07M
FATBB,FAT Brands,"Hotels, Restaurants &amp; Leisure",159.07M
FATE,Fate Therapeutics,Biotechnology,4.98B
FB,Meta Platforms,Interactive Media &amp; Services,864.01B
FBC,Flagstar Bancorp,Thrifts &amp; Mortgage Finance,2.41B
FBHS,Fortune Brands Home &amp; Security,Building Products,13.37B
FBIO,Fortress Biotech,Biotechnology,265.01M
FBIZ,First Business Financial Services,Banks,241.39M
FBK,FB Financial,Banks,2.03B
FBMS,The First Bancshares,Banks,806.53M
FBNC,First Bancorp,Banks,1.58B
FBP,First BanCorp - Puerto Rico,Banks,2.72B
FBRT,Franklin BSP Realty Trust,REIT-Mortgage,668.50M
FBRX,Forte Biosciences,Biotechnology,35.41M
FC,Franklin Covey Company,Professional Services,621.98M
FCAP,First Capital,Banks,134.04M
FCAX,Fortress Capital Acquisition,Blank Check / SPAC,489.50M
FCBC,First Community Bancshares,Banks,556.80M
FCCO,First Community,Banks,161.98M
FCCY,1st Constitution Bancorp,Banks,245.76M
FCEL,FuelCell Energy,Electrical Equipment,2.92B
FCF,First Commonwealth Financial,Banks,1.42B
FCFS,FirstCash,Consumer Finance,2.54B
FCN,FTI Consulting,Professional Services,4.89B
FCNCA,First Citizens BancShares,Banks,7.82B
FCPT,Four Corners Property Trust,"Equity Real Estate 
Investment Trusts...",2.06B
FCRD,First Eagle Alternative Capital BDC,Asset Management,141.82M
FCUV,Focus Universal,"Electronic Equipment, Instruments &amp; C...",529.93M
FCX,Freeport-McMoRan,Metals &amp; Mining,53.20B
FDBC,Fidelity D&amp;D Bancorp,Banks,287.99M
FDMT,4D Molecular Therapeutics,Biotechnology,728.27M
FDP,Fresh Del Monte Produce,Food Products,1.15B
FDS,FactSet Research Systems,Capital Markets,17.42B
FDUS,Fidus Investment,Capital Markets,439.63M
FDX,FedEx,Air Freight &amp; Logistics,60.51B
FE,FirstEnergy,Electric Utilities,20.54B
FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,60.14M
FEIM,Frequency Electronics,"Electronic Equipment, Instruments &amp; C...",89.32M
FELE,Franklin Electric Co.,Machinery,4.06B
FEMY,Femasys,Medical Instruments &amp; Supplies,55.22M
FENC,Fennec Pharmaceuticals,Biotechnology,101.17M
FENG,Phoenix New Media,Interactive Media &amp; Services,74.37M
FERG,Ferguson,Industrial Distribution,33.91B
FET,Forum Energy Technologies,Energy Equipment &amp; Services,97.82M
FF,FutureFuel,Chemicals,338.73M
FFBC,First Financial Bancorp,Banks,2.15B
FFBW,"FFBW, Inc.",Thrifts &amp; Mortgage Finance,80.79M
FFHL,Fuwei Films (Holdings) Co.,Chemicals,25.60M
FFIC,Flushing Financial,Banks,716.90M
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,2.13B
FFIN,First Financial Bankshares,Banks,6.99B
FFIV,F5 Networks,Communications Equipment,13.71B
FFNW,First Financial Northwest,Banks,155.69M
FFWM,First Foundation,Banks,1.12B
FGBI,First Guaranty Bancshares,Banks,214.11M
FGEN,FibroGen,Biotechnology,1.17B
FGF,FG Financial Group,Insurance,20.31M
FHB,First Hawaiian,Banks,3.38B
FHI,Federated Hermes,Asset Management,3.26B
FHN,First Horizon,Banks,8.52B
FHS,First High-School Education Group Co.,Education &amp; Training Services,75.84M
FHTX,Foghorn Therapeutics,Biotechnology,408.75M
FIBK,First Interstate BancSystem,Banks,2.47B
FICO,Fair Isaac,Software,9.95B
FICV,Frontier Investment,Blank Check / SPAC,243.00M
FIGS,"FIGS, Inc.",Apparel Manufacturing,5.05B
FINM,Marlin Technology,Blank Check / SPAC,505.60M
FINV,FinVolution Group,Consumer Finance,1.63B
FINW,FinWise Bancorp,Banks-Regional,159.20M
FIS,Fidelity National Information Services,IT Services,62.33B
FISI,Financial Institutions,Banks,495.56M
FISV,Fiserv,IT Services,63.09B
FITB,Fifth Third Bancorp,Banks,28.54B
FIVE,Five Below,Specialty Retail,10.60B
FIVN,Five9,Software,9.38B
FIX,Comfort Systems USA,Construction &amp; Engineering,3.42B
FIXX,Homology Medicines,Biotechnology,272.61M
FIZZ,National Beverage,Beverages,4.79B
FKWL,Franklin Wireless,Communications Equipment,44.75M
FL,Foot Locker,Specialty Retail,4.63B
FLAC,Frazier Lifesciences Acquisition,Blank Check / SPAC,173.78M
FLAG,First Light Acquisition Group,Blank Check / SPAC,282.61M
FLDM,Fluidigm,Life Sciences Tools &amp; Services,337.30M
FLEX,Flex Ltd.,"Electronic Equipment, Instruments &amp; C...",7.84B
FLGC,Flora Growth,Drug Manufacturers-Specialty &amp; Generic,124.13M
FLGT,Fulgent Genetics,Health Care Providers &amp; Services,2.50B
FLIC,The First of Long Island Corporation,Banks,497.86M
FLL,Full House Resorts,"Hotels, Restaurants &amp; Leisure",299.83M
FLME,Flame Acquisition,Blank Check / SPAC,350.75M
FLMN,Falcon Minerals,"Oil, Gas &amp; Consumable Fuels",206.38M
FLNC,Fluence Energy,Utilities-Renewable,1.80B
FLNG,Flex LNG,Marine,1.18B
FLNT,Fluent,Media,135.00M
FLO,Flowers Foods,Food Products,5.42B
FLOW,SPX Flow,Machinery,3.49B
FLR,Fluor,Construction &amp; Engineering,3.05B
FLS,Flowserve,Machinery,3.85B
FLT,FleetCor Technologies,IT Services,16.31B
FLUX,Flux Power Holdings,Electrical Equipment,78.02M
FLWS,1-800-Flowers.com,Internet &amp; Direct Marketing Retail,1.77B
FLXS,Flexsteel Industries,Household Durables,195.19M
FLYA,Soar Technology Acquisition,Blank Check / SPAC,268.00M
FLYW,Flywire,Information Technology Services,4.06B
FMAC,FirstMark Horizon Acquisition,Blank Check / SPAC,510.25M
FMAO,Farmers &amp; Merchants Bancorp,Banks,379.18M
FMBH,First Mid Bancshares,Banks,757.91M
FMBI,First Midwest Bancorp,Banks,2.26B
FMC,FMC Corporation,Chemicals,12.70B
FMIV,Forum Merger IV,Blank Check / SPAC,419.72M
FMNB,Farmers National Banc,Banks,600.86M
FMS,Fresenius Medical Care AG &amp; Co.,Health Care Providers &amp; Services,17.62B
FMTX,Forma Therapeutics Holdings,Biotechnology,678.78M
FMX,Fomento Economico Mexicano,Beverages,25.11B
FN,Fabrinet,"Electronic Equipment, Instruments &amp; C...",4.23B
FNA,Paragon 28,Medical Devices,1.46B
FNB,F.N.B.,Banks,3.67B
FNCB,FNCB Bancorp,Banks,179.87M
FNCH,Finch Therapeutics Group,Biotechnology,801.44M
FND,Floor &amp; Decor Holdings,Specialty Retail,13.32B
FNF,Fidelity National Financial,Insurance,14.02B
FNHC,FedNat Holding Company,Insurance,26.17M
FNKO,Funko,Distributors,626.10M
FNLC,"First Bancorp, Inc. - Maine",Banks,322.96M
FNV,Franco-Nevada,Metals &amp; Mining,25.38B
FNWB,First Northwest Bancorp,Banks,185.48M
FNWD,Finward Bancorp,Banks-Regional,165.47M
FOA,Finance of America Companies,Credit Services,241.64M
FOCS,Focus Financial Partners,Capital Markets,4.49B
FOE,Ferro,Chemicals,1.77B
FOLD,Amicus Therapeutics,Biotechnology,2.99B
FONR,Fonar,Health Care Equipment &amp; Supplies,108.91M
FOR,Forestar Group,Real Estate Management &amp; Development,970.44M
FORA,Forian,Health Information Services,272.21M
FORD,Forward Industries,"Textiles, Apparel &amp; Luxury Goods",18.16M
FORE,Foresight Acquisition,Blank Check / SPAC,357.22M
FORG,ForgeRock,Software-Infrastructure,1.95B
FORM,FormFactor,Semiconductors &amp; Semiconductor Equipment,3.31B
FORR,Forrester Research,Professional Services,1.06B
FORTY,Formula Systems (1985),IT Services,1.83B
FOSL,Fossil Group,"Textiles, Apparel &amp; Luxury Goods",564.74M
FOUR,Shift4 Payments,IT Services,4.08B
FOX,Fox Corporation,Media,19.00B
FOXA,Fox Corporation,Media,19.11B
FOXF,Fox Factory Holding,Auto Components,7.29B
FOXW,FoxWayne Enterprises Acquisition,Blank Check / SPAC,72.09M
FPAC,Far Peak Acquisition,Blank Check / SPAC,709.36M
FPAY,FlexShopper,Diversified Financial Services,51.57M
FPH,Five Point Holdings LLC,Real Estate Management &amp; Development,404.66M
FPI,Farmland Partners,"Equity Real Estate 
Investment Trusts...",521.40M
FR,First Industrial Realty Trust,"Equity Real Estate 
Investment Trusts...",7.94B
FRAF,Franklin Financial Services,Banks,144.94M
FRBA,First Bank,Banks,282.31M
FRBK,Republic First Bancorp,Banks,198.58M
FRC,First Republic Bank,Banks,37.63B
FRD,Friedman Industries,Metals &amp; Mining,71.47M
FREE,Whole Earth Brands,Packaged Foods,399.40M
FREQ,Frequency Therapeutics,Biotechnology,180.28M
FREY,FREYR Battery,Electrical Equipment &amp; Parts,1.15B
FRG,Franchise Group,Diversified Consumer Services,1.88B
FRGI,Fiesta Restaurant Group,"Hotels, Restaurants &amp; Leisure",242.22M
FRHC,Freedom Holding,Capital Markets,3.90B
FRLN,Freeline Therapeutics Holdings,Biotechnology,82.01M
FRME,First Merchants,Banks,2.13B
FRO,Frontline,"Oil, Gas &amp; Consumable Fuels",1.30B
FROG,JFrog,Software,2.90B
FRON,Frontier Acquisition,Blank Check / SPAC,286.45M
FRPH,FRP Holdings,Real Estate Management &amp; Development,519.11M
FRPT,Freshpet,Food Products,4.55B
FRSG,First Reserve Sustainable Growth,Shell Companies,274.99M
FRSH,Freshworks,Software,8.12B
FRST,Primis Financial,Banks,382.14M
FRSX,Foresight Autonomous Holdings,Auto Components,132.32M
FRT,Federal Realty Investment Trust,"Equity Real Estate 
Investment Trusts...",9.42B
FRTA,Forterra,Construction Materials,1.59B
FRW,PWP Forward Acquisition I,Blank Check / SPAC,258.72M
FRXB,Forest Road Acquisition II,Blank Check / SPAC,426.56M
FSBC,Five Star Bancorp,Banks-Regional,499.49M
FSBW,FS Bancorp,Thrifts &amp; Mortgage Finance,250.28M
FSEA,First Seacoast Bancorp,Thrifts &amp; Mortgage Finance,61.52M
FSFG,First Savings Financial Group,Banks,186.41M
FSI,Flexible Solutions International,Chemicals,43.88M
FSII,FS Development II,Blank Check / SPAC,377.37M
FSK,FS KKR Capital,Capital Markets,5.90B
FSLR,First Solar,Semiconductors &amp; Semiconductor Equipment,10.81B
FSLY,Fastly,IT Services,4.24B
FSM,Fortuna Silver Mines,Metals &amp; Mining,951.19M
FSNB,Fusion Acquisition II,Blank Check / SPAC,608.75M
FSP,Franklin Street Properties,"Equity Real Estate 
Investment Trusts...",607.39M
FSR,Fisker,Insurance,5.86B
FSRX,FinServ Acquisition II,Blank Check / SPAC,374.57M
FSS,Federal Signal,Machinery,2.63B
FSSI,Fortistar Sustainable Solutions,Shell Companies,316.65M
FST,FAST Acquisition,Blank Check / SPAC,265.75M
FSTR,L.B. Foster Company,Machinery,163.92M
FSTX,F-star Therapeutics,Biotechnology,105.18M
FSV,FirstService,Real Estate Management &amp; Development,8.38B
FTAA,FTAC Athena Acquisition,Blank Check / SPAC,340.08M
FTAI,Fortress Transportation &amp; Infrastructure Investors LLC,Trading Companies &amp; Distributors,2.15B
FTCH,Farfetch,Internet &amp; Direct Marketing Retail,12.63B
FTCI,FTC Solar,Solar,662.88M
FTCV,FinTech Acquisition V,Blank Check / SPAC,349.73M
FTDR,Frontdoor,Diversified Consumer Services,2.85B
FTEK,Fuel Tech,Commercial Services &amp; Supplies,46.30M
FTEV,FinTech Evolution Acquisition Group,Blank Check / SPAC,352.56M
FTFT,Future FinTech Group,Food Products,98.09M
FTHM,Fathom Holdings,Real Estate Management &amp; Development,361.82M
FTI,TechnipFMC,Energy Equipment &amp; Services,2.51B
FTK,Flotek Industries,Chemicals,54.94M
FTNT,Fortinet,Software,49.91B
FTPA,FTAC Parnassus Acquisition,Blank Check / SPAC,337.40M
FTRP,Field Trip Health,Medical Care Facilities,200.04M
FTS,Fortis,Electric Utilities,20.52B
FTSI,FTS International,Energy Equipment &amp; Services,368.73M
FTV,Fortive,Machinery,26.37B
FTVI,FinTech Acquisition VI,Blank Check / SPAC,337.40M
FUBO,FuboTV,Software,2.57B
FUL,H.B. Fuller Company,Chemicals,3.84B
FULC,Fulcrum Therapeutics,Pharmaceuticals,567.68M
FULT,Fulton Financial,Banks,2.55B
FUN,"Cedar Fair,","Hotels, Restaurants &amp; Leisure",2.61B
FUNC,First United,Banks,121.97M
FURY,Fury Gold Mines,Other Industrial Metals &amp; Mining,75.82M
FUSB,First US Bancshares,Banks,71.51M
FUSN,Fusion Pharmaceuticals,Biotechnology,240.74M
FUTU,Futu Holdings,Capital Markets,6.44B
FUV,Arcimoto,Automobiles,355.51M
FVAM,5:01 Acquisition,Blank Check / SPAC,109.35M
FVCB,FVCBankcorp,Banks,274.97M
FVE,Five Star Senior Living,Health Care Providers &amp; Services,100.65M
FVIV,Fortress Value Acquisition IV,Blank Check / SPAC,797.06M
FVRR,Fiverr International,Internet &amp; Direct Marketing Retail,4.82B
FVT,Fortress Value Acquisition III,Blank Check / SPAC,281.18M
FWAC,Fifth Wall Acquisition III,Blank Check / SPAC,347.17M
FWBI,First Wave BioPharma,Biotechnology,0
FWONA,Liberty Media Formula One Group,Entertainment,13.36B
FWP,Forward Pharma,Biotechnology,44.87M
FWRD,Forward Air,Air Freight &amp; Logistics,2.70B
FWRG,First Watch Restaurant Group,Restaurants,1.17B
FXLV,F45 Training Holdings,Leisure,850.31M
FXNC,First National,Banks,140.96M
FYBR,Frontier Communications Parent,Telecom Services,8.21B
FZT,FAST Acquisition II,Blank Check / SPAC,272.92M
G,Genpact,IT Services,9.03B
GABC,German American Bancorp,Banks,1.04B
GACQ,Global Consumer Acquisition,Blank Check / SPAC,221.94M
GAIA,"Gaia, Inc.",Entertainment,166.13M
GAIN,Gladstone Investment,Capital Markets,548.88M
GALT,Galectin Therapeutics,Biotechnology,143.61M
GAMB,Gambling.com Group,Gambling,353.61M
GAMC,Golden Arrow Merger,Blank Check / SPAC,351.83M
GAME,Engine Gaming &amp; Media,Software,61.71M
GAN,GAN Limited,Gambling,405.05M
GANX,Gain Therapeutics,Biotechnology,83.63M
GAPA,G&amp;P Acquisition,Blank Check / SPAC,216.34M
GASS,StealthGas,"Oil, Gas &amp; Consumable Fuels",97.03M
GATO,Gatos Silver,Other Precious Metals &amp; Mining,795.74M
GATX,GATX Corporation,Trading Companies &amp; Distributors,3.43B
GAU,Galiano Gold,Metals &amp; Mining,164.21M
GB,Global Blue Group Holding AG,Information Technology Services,1.52B
GBCI,Glacier Bancorp,Banks,6.01B
GBDC,Golub Capital BDC,Capital Markets,2.58B
GBIO,Generation Bio Co.,Biotechnology,876.98M
GBL,GAMCO Investors,Capital Markets,663.81M
GBLI,"Global Indemnity Group, LLC",Insurance,373.19M
GBNH,Greenbrook TMS,Medical Care Facilities,94.44M
GBNY,Generations Bancorp NY,Banks-Regional,28.62M
GBOX,GreenBox POS,Software-Infrastructure,213.74M
GBR,New Concept Energy,"Oil, Gas &amp; Consumable Fuels",13.70M
GBRG,Goldenbridge Acquisition,Blank Check / SPAC,75.28M
GBS,"GBS, Inc.",Medical Devices,28.28M
GBT,Global Blood Therapeutics,Biotechnology,1.75B
GBX,The Greenbrier Companies,Machinery,1.30B
GCAC,Growth Capital Acquisition,Blank Check / SPAC,214.33M
GCBC,Greene County Bancorp,Thrifts &amp; Mortgage Finance,295.84M
GCI,Gannett Co.,Publishing,683.17M
GCMG,GCM Grosvenor,Asset Management,2.10B
GCO,Genesco,Specialty Retail,925.28M
GCP,GCP Applied Technologies,Chemicals,1.96B
GD,General Dynamics,Aerospace &amp; Defense,52.90B
GDDY,GoDaddy,IT Services,11.30B
GDEN,Golden Entertainment,"Hotels, Restaurants &amp; Leisure",1.27B
GDEV,Nexters,Electronic Gaming &amp; Multimedia,1.37B
GDOT,Green Dot,Consumer Finance,1.88B
GDP,Goodrich Petroleum,"Oil, Gas &amp; Consumable Fuels",329.99M
GDRX,GoodRx Holdings,Health Care Technology,15.19B
GDS,GDS Holdings,IT Services,10.00B
GDYN,Grid Dynamics Holdings,IT Services,2.46B
GE,General Electric Company,Industrial Conglomerates,102.13B
GECC,Great Elm Capital,Capital Markets,91.75M
GEF,Greif,Containers &amp; Packaging,2.91B
GEF.B,Greif,Packaging &amp; Containers,2.91B
GEG,Great Elm Group,Capital Markets,51.06M
GEL,Genesis Energy,"Oil, Gas &amp; Consumable Fuels",1.24B
GENC,Gencor Industries,Machinery,168.10M
GENE,Genetic Technologies,Life Sciences Tools &amp; Services,37.24M
GENI,Genius Sports,Interactive Media &amp; Services,1.70B
GEO,The GEO Group,"Equity Real Estate 
Investment Trusts...",992.53M
GEOS,Geospace Technologies,Energy Equipment &amp; Services,105.92M
GERN,Geron,Biotechnology,444.29M
GES,Guess?,Specialty Retail,1.43B
GET,Getnet Adquirencia E Servicos Para Meios De Pagamento,"Data Processing, Hosting, and Related...",1.22B
GEVO,"Gevo, Inc.","Oil, Gas &amp; Consumable Fuels",1.05B
GFAI,"Guardforce AI Co.,",Security &amp; Protection Services,38.38M
GFED,Guaranty Federal Bancshares,Thrifts &amp; Mortgage Finance,136.42M
GFF,Griffon,Building Products,1.44B
GFI,Gold Fields,Metals &amp; Mining,10.03B
GFL,GFL Environmental,Waste Management,12.25B
GFOR,Graf Acquisition IV,Blank Check / SPAC,208.09M
GFS,GlobalFoundries,Semiconductors,35.24B
GFX,Golden Falcon Acquisition,Blank Check / SPAC,423.06M
GGAL,"Grupo Financiero Galicia,",Banks,3.01B
GGB,Gerdau,Metals &amp; Mining,7.76B
GGG,Graco,Machinery,12.18B
GGGV,G3 VRM Acquisition,Blank Check / SPAC,139.44M
GGMC,Glenfarne Merger,Blank Check / SPAC,340.85M
